"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
1.491545929E2,4.301843297E1,1.381857744E1,1.112624910E2,1.554443359E2,1.330000043E0,2.806000061E2,2.171662624E-1,3.790092468E0,4.000000000E0,2.300000000E1
1.501516406E2,4.301843200E1,1.381855758E1,1.124115929E2,1.565935059E2,1.350000024E0,2.732000122E2,2.186698832E-1,3.790092468E0,3.000000000E0,2.300000000E1
1.511483939E2,4.301843043E1,1.381853921E1,1.133889449E2,1.575709229E2,1.269999981E0,2.765000000E2,2.201381706E-1,3.790092468E0,3.000000000E0,2.200000000E1
1.521549113E2,4.301842911E1,1.381852124E1,1.137733424E2,1.579553833E2,1.289999962E0,2.850000000E2,2.216004862E-1,3.790092468E0,3.000000000E0,2.200000000E1
1.531535210E2,4.301842673E1,1.381850355E1,1.148218000E2,1.590039062E2,1.269999981E0,2.765000000E2,2.230474348E-1,3.790092468E0,3.000000000E0,2.200000000E1
1.541546375E2,4.301842500E1,1.381848591E1,1.156242271E2,1.598063965E2,1.259999990E0,2.752000122E2,2.243497529E-1,3.790092468E0,3.000000000E0,2.200000000E1
1.551545330E2,4.301842557E1,1.381846991E1,1.160628973E2,1.602451172E2,1.240000010E0,2.912999878E2,2.255128459E-1,3.790092468E0,3.000000000E0,2.300000000E1
1.561515089E2,4.301842665E1,1.381845568E1,1.164564089E2,1.606386719E2,1.210000038E0,2.870000000E2,2.266811572E-1,3.790092468E0,3.000000000E0,2.300000000E1
1.571540153E2,4.301842675E1,1.381844131E1,1.168450951E2,1.610274048E2,1.210000038E0,2.782000122E2,2.278990063E-1,3.790092468E0,3.000000000E0,2.400000000E1
1.581536952E2,4.301842468E1,1.381842660E1,1.162329799E2,1.604153442E2,1.200000048E0,2.461000061E2,2.291096066E-1,3.790092468E0,3.000000000E0,2.400000000E1
1.591563108E2,4.301842007E1,1.381841311E1,1.162580067E2,1.604404297E2,1.210000038E0,2.436000061E2,2.303217220E-1,3.790092468E0,3.000000000E0,2.400000000E1
1.601517363E2,4.301841848E1,1.381839836E1,1.168424262E2,1.610249023E2,1.240000010E0,2.775000000E2,2.314488612E-1,3.790092468E0,3.000000000E0,2.400000000E1
1.611525458E2,4.301841823E1,1.381838450E1,1.164823337E2,1.606648560E2,1.169999957E0,2.726000061E2,2.326138684E-1,3.790092468E0,3.000000000E0,2.400000000E1
1.621527810E2,4.301841824E1,1.381837017E1,1.163751091E2,1.605576782E2,1.159999967E0,2.733999939E2,2.339466892E-1,3.790092468E0,3.000000000E0,2.400000000E1
1.631533612E2,4.301841286E1,1.381835552E1,1.157673782E2,1.599500122E2,1.279999971E0,2.486999969E2,2.350839851E-1,3.790092468E0,3.000000000E0,2.400000000E1
1.641558824E2,4.301840875E1,1.381834271E1,1.158948869E2,1.600775757E2,1.179999948E0,2.428000031E2,2.362610546E-1,3.790092468E0,3.000000000E0,2.300000000E1
1.651548460E2,4.301840455E1,1.381832942E1,1.163002867E2,1.604830322E2,1.149999976E0,2.481000061E2,2.376562331E-1,3.790092468E0,3.000000000E0,2.300000000E1
1.661537966E2,4.301840105E1,1.381831294E1,1.164897359E2,1.606725464E2,1.269999981E0,2.588999939E2,2.388819465E-1,3.790092468E0,3.000000000E0,2.300000000E1
1.671542335E2,4.301839830E1,1.381829834E1,1.164481146E2,1.606309814E2,1.230000019E0,2.596000061E2,2.402354839E-1,3.790092468E0,3.000000000E0,2.300000000E1
1.681540618E2,4.301839790E1,1.381828170E1,1.164014281E2,1.605843506E2,1.149999976E0,2.601000061E2,2.414336191E-1,3.790092468E0,3.000000000E0,2.300000000E1
1.691540872E2,4.301839687E1,1.381826703E1,1.168363134E2,1.610192871E2,1.169999957E0,2.665000000E2,2.427062685E-1,3.790092468E0,3.000000000E0,2.400000000E1
1.701556520E2,4.301839713E1,1.381825138E1,1.162738241E2,1.604568481E2,1.159999967E0,2.647000122E2,2.439923820E-1,3.790092468E0,3.000000000E0,2.400000000E1
1.711537572E2,4.301840031E1,1.381823617E1,1.159912526E2,1.601743164E2,1.169999957E0,2.937999878E2,2.452759196E-1,3.790092468E0,3.000000000E0,2.400000000E1
1.721526623E2,4.301840301E1,1.381822082E1,1.159357910E2,1.601188965E2,1.169999957E0,2.772999878E2,2.466250128E-1,3.790092468E0,3.000000000E0,2.400000000E1
1.731550462E2,4.301840016E1,1.381820469E1,1.161995232E2,1.603826904E2,1.179999948E0,2.598999939E2,2.479656327E-1,3.790092468E0,3.000000000E0,2.400000000E1
1.741503534E2,4.301839762E1,1.381818857E1,1.161744381E2,1.603576660E2,1.159999967E0,2.647999878E2,2.492768813E-1,3.790092468E0,3.000000000E0,2.300000000E1
1.751586932E2,4.301839723E1,1.381817245E1,1.161351996E2,1.603184814E2,1.149999976E0,2.701000061E2,2.506578985E-1,3.790092468E0,3.000000000E0,2.200000000E1
1.761498182E2,4.301839653E1,1.381815549E1,1.172312113E2,1.614145508E2,1.250000000E0,2.662000122E2,2.519888393E-1,3.790092468E0,3.000000000E0,2.200000000E1
1.771538323E2,4.301840359E1,1.381814227E1,1.165224501E2,1.607058105E2,1.210000038E0,3.278999939E2,2.531878440E-1,3.790092468E0,3.000000000E0,2.200000000E1
1.781470000E2,4.301841293E1,1.381813490E1,1.166981757E2,1.608815308E2,1.200000048E0,3.192999878E2,2.541515937E-1,3.790092468E0,3.000000000E0,2.200000000E1
1.791574315E2,4.301841663E1,1.381812418E1,1.164679887E2,1.606513672E2,1.059999943E0,3.027000122E2,2.551373757E-1,3.790092468E0,3.000000000E0,2.200000000E1
1.801517519E2,4.301841973E1,1.381811282E1,1.167840624E2,1.609674683E2,1.200000048E0,2.990000000E2,2.565592766E-1,3.790092468E0,3.000000000E0,2.200000000E1
1.811493626E2,4.301841605E1,1.381809607E1,1.174306635E2,1.616141357E2,1.730000019E0,2.571000061E2,2.578939857E-1,3.790092468E0,3.000000000E0,2.200000000E1
1.821534351E2,4.301841220E1,1.381808052E1,1.175214209E2,1.617049561E2,1.129999995E0,2.658999939E2,2.591994009E-1,3.790092468E0,3.000000000E0,2.200000000E1
1.831503162E2,4.301840803E1,1.381806551E1,1.186506921E2,1.628342896E2,1.169999957E0,2.637000122E2,2.604454111E-1,3.790092468E0,3.000000000E0,2.200000000E1
1.841534084E2,4.301840292E1,1.381805187E1,1.193078580E2,1.634915161E2,1.190000057E0,2.508999939E2,2.617368462E-1,3.790092468E0,3.000000000E0,2.200000000E1
1.851579919E2,4.301839580E1,1.381803932E1,1.196192569E2,1.638029785E2,1.100000024E0,2.518000031E2,2.627635402E-1,3.790092468E0,3.000000000E0,2.200000000E1
1.861471062E2,4.301838975E1,1.381802978E1,1.197645923E2,1.639483643E2,1.029999971E0,2.543000031E2,2.637143812E-1,3.790092468E0,3.000000000E0,2.200000000E1
1.871551124E2,4.301838554E1,1.381801960E1,1.201866649E2,1.643704834E2,1.149999976E0,2.458999939E2,2.646811289E-1,3.790092468E0,3.000000000E0,2.200000000E1
1.881470911E2,4.301838366E1,1.381800799E1,1.208010009E2,1.649848633E2,1.090000033E0,2.728999939E2,2.655851927E-1,3.790092468E0,3.000000000E0,2.200000000E1
1.891432604E2,4.301838360E1,1.381799687E1,1.211510010E2,1.653348999E2,1.059999943E0,2.791000061E2,2.665689157E-1,3.790092468E0,3.000000000E0,2.200000000E1
1.901514186E2,4.301838432E1,1.381798481E1,1.212337275E2,1.654176636E2,1.049999952E0,2.906000061E2,2.676616535E-1,3.790092468E0,3.000000000E0,2.200000000E1
1.911552086E2,4.301838574E1,1.381797151E1,1.214171602E2,1.656011353E2,9.800000191E-1,2.885000000E2,2.687400590E-1,3.790092468E0,3.000000000E0,2.200000000E1
1.921551321E2,4.301838600E1,1.381795825E1,1.214888339E2,1.656728516E2,1.080000043E0,2.667999878E2,2.702599414E-1,3.790092468E0,3.000000000E0,2.200000000E1
1.931558534E2,4.301838876E1,1.381793994E1,1.218253306E2,1.660093994E2,1.889999986E0,2.857999878E2,2.720835001E-1,3.790092468E0,3.000000000E0,2.200000000E1
1.941512475E2,4.301838886E1,1.381791751E1,1.231880506E2,1.673721924E2,1.909999967E0,2.643999939E2,2.734504573E-1,3.790092468E0,3.000000000E0,2.200000000E1
1.951577935E2,4.301838859E1,1.381790070E1,1.227171085E2,1.669013062E2,1.590000033E0,2.771000061E2,2.745425670E-1,3.790092468E0,4.000000000E0,2.200000000E1
1.961528551E2,4.301838585E1,1.381788780E1,1.229104781E2,1.670947266E2,1.190000057E0,2.640000000E2,2.755719258E-1,3.790092468E0,3.000000000E0,2.200000000E1
1.971543735E2,4.301838447E1,1.381787528E1,1.231249714E2,1.673092651E2,1.200000048E0,2.722999878E2,2.767198256E-1,3.790092468E0,3.000000000E0,2.200000000E1
1.981539103E2,4.301838239E1,1.381786145E1,1.230359914E2,1.672203369E2,1.200000048E0,2.712000122E2,2.775952400E-1,3.790092468E0,3.000000000E0,2.200000000E1
1.991519535E2,4.301838173E1,1.381785072E1,1.227352340E2,1.669196167E2,1.120000005E0,2.700000000E2,2.788075249E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.001516961E2,4.301838405E1,1.381783615E1,1.220672860E2,1.662517090E2,1.220000029E0,2.712000122E2,2.800792041E-1,3.790092468E0,3.000000000E0,2.300000000E1
2.011505087E2,4.301838579E1,1.381782069E1,1.220527756E2,1.662372437E2,1.210000038E0,2.627000122E2,2.814068566E-1,3.790092468E0,4.000000000E0,2.300000000E1
2.021528469E2,4.301838622E1,1.381780437E1,1.216635024E2,1.658480225E2,1.200000048E0,2.591000061E2,2.827233317E-1,3.790092468E0,4.000000000E0,2.300000000E1
2.031545208E2,4.301838850E1,1.381778848E1,1.214754694E2,1.656600342E2,1.279999971E0,2.756000061E2,2.839867349E-1,3.790092468E0,4.000000000E0,2.300000000E1
2.041551767E2,4.301838950E1,1.381777300E1,1.210437813E2,1.652283936E2,1.200000048E0,2.712000122E2,2.853500900E-1,3.790092468E0,4.000000000E0,2.300000000E1
2.051546373E2,4.301838877E1,1.381775626E1,1.220777208E2,1.662623901E2,1.200000048E0,2.635000000E2,2.866015824E-1,3.790092468E0,3.000000000E0,2.400000000E1
2.061548899E2,4.301838902E1,1.381774087E1,1.216974833E2,1.658822021E2,1.210000038E0,2.656000061E2,2.877869338E-1,3.790092468E0,3.000000000E0,2.400000000E1
2.071497742E2,4.301839110E1,1.381772657E1,1.218917790E2,1.660765381E2,1.220000029E0,2.782000122E2,2.889135416E-1,3.790092468E0,3.000000000E0,2.400000000E1
2.081591413E2,4.301839174E1,1.381771274E1,1.219992187E2,1.661840210E2,1.190000057E0,2.687999878E2,2.899873150E-1,3.790092468E0,3.000000000E0,2.400000000E1
2.091519429E2,4.301839247E1,1.381769957E1,1.223116170E2,1.664964600E2,1.179999948E0,2.765000000E2,2.910173756E-1,3.790092468E0,3.000000000E0,2.300000000E1
2.101529180E2,4.301839210E1,1.381768691E1,1.225869650E2,1.667718506E2,1.200000048E0,2.731000061E2,2.920774602E-1,3.790092468E0,3.000000000E0,2.300000000E1
2.111513027E2,4.301839274E1,1.381767390E1,1.225563459E2,1.667412720E2,1.179999948E0,2.700000000E2,2.932669100E-1,3.790092468E0,3.000000000E0,2.300000000E1
2.121547800E2,4.301839169E1,1.381765934E1,1.225368858E2,1.667218628E2,1.169999957E0,2.612999878E2,2.944274155E-1,3.790092468E0,3.000000000E0,2.300000000E1
2.131546035E2,4.301839312E1,1.381764520E1,1.228666170E2,1.670516357E2,1.519999981E0,2.872999878E2,2.954446112E-1,3.790092468E0,3.000000000E0,2.300000000E1
2.141529307E2,4.301839491E1,1.381763293E1,1.240054986E2,1.681905518E2,1.190000057E0,2.797999878E2,2.964536733E-1,3.790092468E0,3.000000000E0,2.300000000E1
2.151520958E2,4.301839607E1,1.381762062E1,1.237056573E2,1.678907471E2,1.179999948E0,2.841000061E2,2.976707947E-1,3.790092468E0,3.000000000E0,2.300000000E1
2.161504451E2,4.301839233E1,1.381760655E1,1.236489588E2,1.678341064E2,1.169999957E0,2.560000000E2,2.989575528E-1,3.790092468E0,3.000000000E0,2.300000000E1
2.171606022E2,4.301838737E1,1.381759225E1,1.242226269E2,1.684078369E2,1.230000019E0,2.536999969E2,3.001702680E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.181574274E2,4.301838475E1,1.381757777E1,1.245378179E2,1.687230835E2,1.179999948E0,2.683999939E2,3.013896130E-1,3.790092468E0,3.000000000E0,2.300000000E1
2.191540165E2,4.301838261E1,1.381756306E1,1.244626288E2,1.686479492E2,1.159999967E0,2.656000061E2,3.027655853E-1,3.790092468E0,3.000000000E0,2.300000000E1
2.201540584E2,4.301837492E1,1.381754980E1,1.247760987E2,1.689614868E2,1.179999948E0,2.415000000E2,3.040024025E-1,3.790092468E0,3.000000000E0,2.300000000E1
2.211491835E2,4.301836858E1,1.381753730E1,1.254650027E2,1.696504517E2,1.220000029E0,2.483999939E2,3.051135185E-1,3.790092468E0,3.000000000E0,2.400000000E1
2.221593426E2,4.301836752E1,1.381752371E1,1.253199964E2,1.695054932E2,1.179999948E0,2.737000122E2,3.063404935E-1,3.790092468E0,3.000000000E0,2.300000000E1
2.231513818E2,4.301836515E1,1.381750897E1,1.255983831E2,1.697839355E2,1.379999995E0,2.782000122E2,3.077902522E-1,3.790092468E0,3.000000000E0,2.300000000E1
2.241518069E2,4.301836425E1,1.381749118E1,1.250606024E2,1.692462158E2,1.200000048E0,2.647000122E2,3.090773022E-1,3.790092468E0,3.000000000E0,2.300000000E1
2.251563336E2,4.301836186E1,1.381747569E1,1.249286472E2,1.691143188E2,1.210000038E0,2.631000061E2,3.108267269E-1,3.790092468E0,3.000000000E0,2.300000000E1
2.261557338E2,4.301835900E1,1.381745453E1,1.251488449E2,1.693345947E2,1.590000033E0,2.588999939E2,3.127332238E-1,3.790092468E0,3.000000000E0,2.300000000E1
2.271512246E2,4.301835912E1,1.381743108E1,1.257727920E2,1.699586182E2,1.820000052E0,2.705000000E2,3.141513125E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.281585218E2,4.301835664E1,1.381741397E1,1.263160632E2,1.705019531E2,1.269999981E0,2.592999878E2,3.152044009E-1,3.790092468E0,4.000000000E0,2.200000000E1
2.291510264E2,4.301835474E1,1.381740128E1,1.266062989E2,1.707922363E2,1.259999990E0,2.548000031E2,3.164572708E-1,3.790092468E0,4.000000000E0,2.100000000E1
2.301544075E2,4.301835463E1,1.381738587E1,1.269453595E2,1.711313477E2,1.340000033E0,2.742000122E2,3.176205756E-1,3.790092468E0,4.000000000E0,2.100000000E1
2.311539894E2,4.301835140E1,1.381737226E1,1.275364914E2,1.717225342E2,1.230000019E0,2.563999939E2,3.187363606E-1,3.790092468E0,4.000000000E0,2.200000000E1
2.321511630E2,4.301834976E1,1.381735872E1,1.278224527E2,1.720085449E2,1.220000029E0,2.688999939E2,3.201441419E-1,3.790092468E0,4.000000000E0,2.200000000E1
2.331519975E2,4.301835116E1,1.381734151E1,1.293203256E2,1.735064697E2,1.179999948E0,2.896000061E2,3.217291849E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.341619682E2,4.301836310E1,1.381733086E1,1.289035804E2,1.730897217E2,1.259999990E0,3.420000000E2,3.231506281E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.351510274E2,4.301837588E1,1.381733046E1,1.284392029E2,1.726253052E2,1.389999986E0,8.699999809E0,3.246747659E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.361539886E2,4.301838952E1,1.381732861E1,1.281663518E2,1.723524170E2,1.320000052E0,3.442000122E2,3.258226416E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.371502342E2,4.301839719E1,1.381731916E1,1.271703734E2,1.713564453E2,1.389999986E0,3.253999939E2,3.273062977E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.381557964E2,4.301840393E1,1.381730341E1,1.271994569E2,1.713855591E2,1.500000000E0,3.038999939E2,3.287194766E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.391526370E2,4.301840371E1,1.381728603E1,1.272137427E2,1.713999023E2,1.480000019E0,2.672000122E2,3.301470692E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.401542276E2,4.301839842E1,1.381727003E1,1.272162371E2,1.714024658E2,1.350000024E0,2.648999939E2,3.314929592E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.411503389E2,4.301839441E1,1.381725441E1,1.281721060E2,1.723583984E2,1.320000052E0,2.597999878E2,3.328506546E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.421552372E2,4.301838992E1,1.381723888E1,1.292703077E2,1.734566650E2,1.269999981E0,2.652999878E2,3.342647564E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.431560891E2,4.301838398E1,1.381722350E1,1.297392328E2,1.739256592E2,1.240000010E0,2.562000122E2,3.355349422E-1,3.790092468E0,3.000000000E0,2.100000000E1
2.441504107E2,4.301838189E1,1.381720814E1,1.304116003E2,1.745980835E2,1.320000052E0,2.797000122E2,3.366308570E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.451639207E2,4.301838265E1,1.381719470E1,1.299920641E2,1.741785889E2,1.200000048E0,2.847000122E2,3.377822400E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.461438087E2,4.301838026E1,1.381718092E1,1.302015452E2,1.743881226E2,1.220000029E0,2.717000122E2,3.387403112E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.471531806E2,4.301837779E1,1.381716963E1,1.300416494E2,1.742282715E2,1.169999957E0,2.657999878E2,3.398277613E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.481526827E2,4.301837331E1,1.381715774E1,1.303056345E2,1.744923096E2,1.210000038E0,2.742000122E2,3.409963308E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.491538149E2,4.301837020E1,1.381714401E1,1.300032116E2,1.741899414E2,1.159999967E0,2.535000000E2,3.422730012E-1,3.790092468E0,3.000000000E0,2.100000000E1
2.501507323E2,4.301836483E1,1.381713013E1,1.301572630E2,1.743440552E2,1.110000014E0,2.510000000E2,3.434270412E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.511509013E2,4.301836214E1,1.381711642E1,1.298629592E2,1.740498047E2,1.100000024E0,2.540000000E2,3.446748389E-1,3.790092468E0,3.000000000E0,2.100000000E1
2.521547781E2,4.301836177E1,1.381710108E1,1.294351735E2,1.736220703E2,1.129999995E0,2.636000061E2,3.460375490E-1,3.790092468E0,3.000000000E0,2.100000000E1
2.531518047E2,4.301836159E1,1.381708432E1,1.291995835E2,1.733865356E2,1.100000024E0,2.611000061E2,3.474590846E-1,3.790092468E0,4.000000000E0,2.200000000E1
2.541513906E2,4.301836436E1,1.381706725E1,1.290426150E2,1.732296143E2,1.120000005E0,2.775000000E2,3.488344004E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.551578507E2,4.301836528E1,1.381705038E1,1.289184173E2,1.731054688E2,1.149999976E0,2.638999939E2,3.502102749E-1,3.790092468E0,4.000000000E0,2.200000000E1
2.561514524E2,4.301836790E1,1.381703384E1,1.289579222E2,1.731450195E2,1.190000057E0,2.787000122E2,3.515167002E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.571543503E2,4.301836891E1,1.381701783E1,1.288559444E2,1.730430908E2,1.179999948E0,2.762000122E2,3.526496736E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.581558376E2,4.301837004E1,1.381700398E1,1.281890936E2,1.723762817E2,1.200000048E0,2.705000000E2,3.538861715E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.591522528E2,4.301836965E1,1.381698878E1,1.289798752E2,1.731671143E2,1.200000048E0,2.716000061E2,3.551381684E-1,3.790092468E0,3.000000000E0,2.100000000E1
2.601471731E2,4.301836965E1,1.381697338E1,1.289419830E2,1.731292725E2,1.210000038E0,2.728999939E2,3.563784665E-1,3.790092468E0,3.000000000E0,2.100000000E1
2.611447100E2,4.301837090E1,1.381695822E1,1.281858339E2,1.723731689E2,1.110000014E0,2.748999939E2,3.576474876E-1,3.790092468E0,3.000000000E0,2.100000000E1
2.621516955E2,4.301838040E1,1.381694957E1,1.278937824E2,1.720811157E2,1.629999995E0,3.402999878E2,3.611019597E-1,3.790092468E0,3.000000000E0,2.100000000E1
2.631561756E2,4.301841058E1,1.381695965E1,1.274698383E2,1.716570435E2,3.650000095E0,1.010000038E1,3.624101987E-1,3.790092468E0,3.000000000E0,2.100000000E1
2.641598930E2,4.301842132E1,1.381696622E1,1.280906823E2,1.722778320E2,1.259999990E0,3.597999878E2,3.636219219E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.651533341E2,4.301842883E1,1.381697702E1,1.279526798E2,1.721397705E2,1.360000014E0,2.339999962E1,3.637454593E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.661556905E2,4.301842813E1,1.381697584E1,1.289627445E2,1.731498413E2,3.700000048E-1,2.892000122E2,3.645137352E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.671648419E2,4.301842649E1,1.381696666E1,1.296639422E2,1.738510742E2,6.000000238E-1,2.946000061E2,3.656091343E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.681496158E2,4.301842059E1,1.381695587E1,1.302935270E2,1.744807129E2,8.899999857E-1,2.521000061E2,3.668213535E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.691501136E2,4.301841541E1,1.381694275E1,1.302921250E2,1.744793701E2,1.029999971E0,2.635000000E2,3.676888661E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.701483288E2,4.301841147E1,1.381693354E1,1.307663866E2,1.749536743E2,8.100000024E-1,2.650000000E2,3.688557076E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.711560572E2,4.301840654E1,1.381692087E1,1.306931485E2,1.748804932E2,1.190000057E0,2.685000000E2,3.699207201E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.721575305E2,4.301840216E1,1.381690922E1,1.311429257E2,1.753303223E2,1.139999986E0,2.661000061E2,3.710077711E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.731532599E2,4.301840336E1,1.381689595E1,1.311179837E2,1.753054199E2,1.129999995E0,2.941000061E2,3.721416955E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.741544070E2,4.301840188E1,1.381688215E1,1.310248553E2,1.752123413E2,1.100000024E0,2.742000122E2,3.731372604E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.751540946E2,4.301840430E1,1.381687036E1,1.308549025E2,1.750424194E2,1.559999943E0,3.291000061E2,3.744719778E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.761517522E2,4.301840729E1,1.381685446E1,1.321071183E2,1.762946777E2,1.600000024E0,3.201000061E2,3.768585569E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.771542808E2,4.301841710E1,1.381682835E1,1.331438071E2,1.773314209E2,2.960000038E0,3.087999878E2,3.796341801E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.781536267E2,4.301843986E1,1.381681433E1,1.338252906E2,1.780128784E2,3.089999914E0,3.538999939E2,3.822766608E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.791580358E2,4.301845734E1,1.381679231E1,1.340545829E2,1.782421875E2,2.750000000E0,3.207000122E2,3.844498044E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.801496955E2,4.301846664E1,1.381676880E1,1.341799626E2,1.783676147E2,2.089999914E0,3.058999939E2,3.884512690E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.811513991E2,4.301843545E1,1.381674425E1,1.337959338E2,1.779837646E2,2.140000105E0,2.088999939E2,3.915524303E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.821452616E2,4.301841115E1,1.381672553E1,1.346208080E2,1.788087769E2,2.119999886E0,2.261000061E2,3.941194491E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.831579960E2,4.301839325E1,1.381670559E1,1.361267288E2,1.803148193E2,2.059999943E0,2.313999939E2,3.963050793E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.841554947E2,4.301838187E1,1.381668367E1,1.375680275E2,1.817562256E2,1.889999986E0,2.446000061E2,3.982532160E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.851475378E2,4.301837281E1,1.381666316E1,1.386166378E2,1.828049316E2,1.820000052E0,2.441999969E2,4.000305820E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.861517270E2,4.301836441E1,1.381664456E1,1.402379494E2,1.844263306E2,1.740000010E0,2.443999939E2,4.011808910E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.871532299E2,4.301836685E1,1.381663081E1,1.387977266E2,1.829861450E2,2.730000019E0,3.021000061E2,4.051221108E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.881437151E2,4.301840083E1,1.381661702E1,1.383234846E2,1.825118408E2,2.579999924E0,1.080000019E1,4.070434238E-1,3.790092468E0,3.000000000E0,2.200000000E1
2.891566512E2,4.301841798E1,1.381661990E1,1.381991586E2,1.823874512E2,1.820000052E0,3.493999939E2,4.088994277E-1,3.790092468E0,3.000000000E0,2.200000000E1
